sondage_id,code,source,locality_extracted,matched_adm3,score,method,action,adm2,adm1
9d00a5d1-1f5c-4cdd-adec-49ed8a1dfde6,DZ_S4,V10_MASTER_2026,DZ,Adzakpa,100.0,exact,auto_apply,Agou,Plateaux
e003722a-bbc9-475a-b1b3-7919d0bc0a85,DZ_S5,V10_MASTER_2026,DZ,Adzakpa,100.0,exact,auto_apply,Agou,Plateaux
a672c9a2-3434-4328-936b-3d0246eb885c,DZ_S6,V10_MASTER_2026,DZ,Adzakpa,100.0,exact,auto_apply,Agou,Plateaux
c25f36ba-69b6-4a54-b17c-31b551ab3849,KABLE KONDJI_EMPRUNT_32_55_88,V10_MASTER_2026,KABLE KONDJI,,36.0,no_match,manual_required,,
f48ff2a3-5620-489a-8a48-7d2217af1c10,KABLE KOPE_EMPRUNT_33_48_53,V10_MASTER_2026,KABLE KOPE,,36.0,no_match,manual_required,,
81ddc74e-74f8-486a-a38e-a9fb220dfa01,KANTE_S1,V10_MASTER_2026,KANTE,,30.8,no_match,manual_required,,
fcd29151-24a3-4a0f-ba7f-5e203881f350,KANTE_S10,V10_MASTER_2026,KANTE,,30.8,no_match,manual_required,,
5c642912-4e04-4a17-b6ce-2e9a1127935a,KANTE_S2,V10_MASTER_2026,KANTE,,30.8,no_match,manual_required,,
6a0062bf-7371-479c-97f6-b768a7c69a08,KANTE_S3,V10_MASTER_2026,KANTE,,30.8,no_match,manual_required,,
2f9fe80a-fb2f-473b-a027-ac38279193ed,KANTE_S4,V10_MASTER_2026,KANTE,,30.8,no_match,manual_required,,
153bf392-06b4-4c0a-a220-653f7ac0ac4d,KANTE_S5,V10_MASTER_2026,KANTE,,30.8,no_match,manual_required,,
c2553de3-af7e-4c0b-a6e0-bb7b6d1421be,KANTE_S6,V10_MASTER_2026,KANTE,,30.8,no_match,manual_required,,
cdf4dcfd-4a96-4fb9-9374-990fb1f90ebf,KANTE_S7,V10_MASTER_2026,KANTE,,30.8,no_match,manual_required,,
60d6d33d-20b4-474d-b137-1e619feae67d,KANTE_S8,V10_MASTER_2026,KANTE,,30.8,no_match,manual_required,,
4c49192e-8df2-499f-80f2-9676f2b6e59f,KANTE_S9,V10_MASTER_2026,KANTE,,30.8,no_match,manual_required,,
ce68ee26-56d2-4593-b00e-7301140ba849,KPOGANDJI_EMPRUNT_33_41_25,V10_MASTER_2026,KPOGANDJI,,36.0,no_match,manual_required,,
5af7b4c5-7dfc-43c2-b293-1db74e2b3ab9,KPOVE_EMPRUNT_31_18_33,V10_MASTER_2026,KPOVE,,36.0,no_match,manual_required,,
0ef47786-9e6b-4d3b-bd59-65308c7531f2,KR_S10,V10_MASTER_2026,KR,Kri-Kri,100.0,exact,auto_apply,Tchamba,Centrale
eaefebc6-a8dc-43fb-8632-c295d218969b,KR_S13,V10_MASTER_2026,KR,Kri-Kri,100.0,exact,auto_apply,Tchamba,Centrale
94ba4d49-1798-4018-9075-d49749079953,KR_S7,V10_MASTER_2026,KR,Kri-Kri,100.0,exact,auto_apply,Tchamba,Centrale
d8d051c7-c4f1-4012-b03b-4a942795935b,KR_S7_B,V10_MASTER_2026,KR,Kri-Kri,100.0,exact,auto_apply,Tchamba,Centrale
f0da8a9e-aa73-4f16-b1df-d0bd109e5202,KR_S8,V10_MASTER_2026,KR,Kri-Kri,100.0,exact,auto_apply,Tchamba,Centrale
55c28c3b-62ab-411d-9dcc-400ced0f6dab,KR_S9,V10_MASTER_2026,KR,Kri-Kri,100.0,exact,auto_apply,Tchamba,Centrale
ebcb5068-d882-4293-91db-00dfc5030184,LM2_S1,V10_MASTER_2026,LM2,,45.0,no_match,manual_required,,
ce01d5d8-e5f4-4d7a-8bd0-a527adcc0063,LM2_S1_B,V10_MASTER_2026,LM2,,45.0,no_match,manual_required,,
07767d0c-a408-45bb-aaed-2a7ede33e444,LM2_S2,V10_MASTER_2026,LM2,,45.0,no_match,manual_required,,
b4914372-6932-4b8b-9ae2-83d6c47d3fba,LM2_S3,V10_MASTER_2026,LM2,,45.0,no_match,manual_required,,
758b8f28-4032-4b4f-80a4-156647f6f0c4,LM2_S4,V10_MASTER_2026,LM2,,45.0,no_match,manual_required,,
64fb3dd2-16b2-4710-b7ad-6d19a2d1c6ea,LM2_S5,V10_MASTER_2026,LM2,,45.0,no_match,manual_required,,
115db9a9-b403-4e39-b1ce-2b55b1eadba3,LM2_S6,V10_MASTER_2026,LM2,,45.0,no_match,manual_required,,
1b5042c4-62b5-4b10-958d-4aca62a83203,LM2_S7,V10_MASTER_2026,LM2,,45.0,no_match,manual_required,,
b772fca3-3fa6-4e97-96c9-10b1ebb3d160,MESSIWOBE_EMPRUNT_26_93_23,V10_MASTER_2026,MESSIWOBE,,36.0,no_match,manual_required,,
cbd84874-c361-40f2-811e-5ae9ece85c89,NOT_E1,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
bb7bfa88-e2bd-4b60-8838-70eb788e5b04,NOT_E10,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
bd0b7cb9-e8bb-4fd5-bd74-0fe20ee88301,NOT_E11,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
06ee0c79-6263-47ee-9b94-39e0763cb515,NOT_E12,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
f4c9b2d1-4b09-423c-8fe9-90177cbece1f,NOT_E13,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
4371b1e0-6396-45c8-b9e8-4fcc03a5ebf9,NOT_E14,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
28e4e0eb-f99c-413d-b7e7-f242f39b709e,NOT_E15,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
f77054ed-fcb6-472e-b8f8-11783b582e76,NOT_E16,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
533548f9-3243-4723-9b7d-126a522467f2,NOT_E17,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
5bff8544-1355-45c3-a4c7-c0c331115d7a,NOT_E18,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
90492bdb-6539-4a7d-818d-6b7b9255d98f,NOT_E19,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
13557882-a484-42ff-bbee-6364f9638af0,NOT_E2,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
640b1c32-3c8a-43fe-bdbf-ea62ae766e79,NOT_E20,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
82116fea-d8b3-4a71-86b6-4399b0336a79,NOT_E21,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
0d459253-a3e3-45b3-84be-7311e8bd85db,NOT_E22,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
1421d8ae-387f-4fcf-a491-7db4551fc13b,NOT_E23,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
0b3a01c2-53ed-47b2-85ea-b70280479854,NOT_E24,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
1717e4f3-ad02-484e-99d4-5c7f22447696,NOT_E25,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
3360b017-94dc-4345-b0b5-55df4ddce4ea,NOT_E26,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
df70478a-0fe8-4982-8403-59fa4123a153,NOT_E27,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
054d987e-b1a6-4820-86cd-c6b452f2ca16,NOT_E28,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
971c9516-cc42-456b-a051-9eb2ce10001c,NOT_E29,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
aa6c0311-a9c0-4112-9668-4f30805d84f7,NOT_E3,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
57a9bf7c-6c98-42f9-b4b1-8fe0a6e0779e,NOT_E30,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
78f61110-3b12-415a-b255-5f0e0fb4e601,NOT_E31,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
b8862f47-9d5e-4905-ac4c-28bea5e9dc58,NOT_E4,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
230c0a44-8d7f-49e3-b397-4f0011ac753c,NOT_E5,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
708d8c8e-3784-459b-a1c4-1508a3446280,NOT_E6,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
1b29baf3-c4e6-4566-ba0c-26a92e6a6762,NOT_E7,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
681e6579-ca42-469d-9635-d1d90e47e170,NOT_E8,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
74f6af8e-cf90-4f1f-8762-8838c7755010,NOT_E9,V10_MASTER_2026,NOT,Notse,100.0,exact,auto_apply,Haho,Plateaux
edbc35c0-700b-4f16-8436-1d45c56a219f,OKE_EMPRUNT_32_80_16,V10_MASTER_2026,OKE,Yokele,100.0,exact,auto_apply,Kloto,Plateaux
0869a24b-43c1-4749-9815-d0935bb54c6a,TOH_PD1,V10_MASTER_2026,TOH,Tohoun,100.0,exact,auto_apply,Moyen-Mono,Plateaux
74778617-09f9-43b2-bae3-a4ba8600478a,TOH_PD2,V10_MASTER_2026,TOH,Tohoun,100.0,exact,auto_apply,Moyen-Mono,Plateaux
88cefdfe-7434-40a6-acba-c7f1e34bad31,TOH_PD3,V10_MASTER_2026,TOH,Tohoun,100.0,exact,auto_apply,Moyen-Mono,Plateaux
dcddea27-e955-434e-91e8-6ad3dc268584,TOH_PD4,V10_MASTER_2026,TOH,Tohoun,100.0,exact,auto_apply,Moyen-Mono,Plateaux
c598d30c-768d-4704-b984-cb27b8551cbb,TOH_PD5,V10_MASTER_2026,TOH,Tohoun,100.0,exact,auto_apply,Moyen-Mono,Plateaux
f7a90877-f28c-42c2-9718-5933451be63d,TOH_PD6,V10_MASTER_2026,TOH,Tohoun,100.0,exact,auto_apply,Moyen-Mono,Plateaux
c9536ae2-398b-43b6-b9f9-437cf40c4700,TOH_TAR,V10_MASTER_2026,TOH,Tohoun,100.0,exact,auto_apply,Moyen-Mono,Plateaux
e115bb00-5162-413f-8fdc-ba93e496c892,TOKOH 2_EMPRUNT_26_04_40,V10_MASTER_2026,TOKOH 2,,36.0,no_match,manual_required,,
e84b9417-72fe-47a4-ac40-1c6e82cb6d18,TOKOH_EMPRUNT_25_93_04,V10_MASTER_2026,TOKOH,,30.0,no_match,manual_required,,
0daec3a8-d7b2-4230-8cab-d68afa377607,WANOUKOPE_EMPRUNT_32_23_33,V10_MASTER_2026,WANOUKOPE,,45.0,no_match,manual_required,,
